lead_id,contact_id,campaign_id,lead_owner,email_clean,phone_clean,phone_valid,phone_issue,phone_source,phone_extension,company_clean,source_final,lead_status_clean,campaign_name,campaign_channel,campaign_source,lead_created_at,lead_converted_at,campaign_start_date,campaign_end_date,first_activity_date,last_activity_date,total_activities,unique_campaigns_count,activity_types_count,email_valid,has_contact,has_campaign,has_source,has_company,has_activity,lead_created_valid,lead_created_future,duplicate_email,duplicate_phone,duplicate_company_name,is_duplicate,missing_critical_fields_count,quality_score,quality_level,campaign_ready,campaign_ready_label,cleaning_priority
2981,,24,Non renseigne,david.brown2981@cloudscalesystems.com,,False,Téléphone manquant,lead,,CloudScale Systems,paid search,nurture,FY2024 Brand Awareness - Content Syndication,content syndication,content syndication,2023-07-21 00:00:00,,2024-11-30 00:00:00,2025-03-20 00:00:00,2023-11-15 18:57:00,2024-12-06 00:00:00,4.0,4.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
2982,,88,Non renseigne,thomas.miller2982@techflowinc.com,,False,Téléphone manquant,lead,,TechFlow Inc,inbound content,disqualified,FY2021 Nurture - Paid Search,paid search,paid search,2024-04-10 00:00:00,,2021-06-16 00:00:00,2021-08-09 00:00:00,2020-06-01 12:38:00,2021-06-30 16:43:00,3.0,3.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
2983,,18,Non renseigne,lisa.thomas2983@brightwavetech.com,,False,Téléphone manquant,lead,,BrightWave Tech,inbound webinar,mql,Content Syndication - Thought Leadership - Q2 2024,content syndication,content syndication,2022-04-24 00:00:00,,2024-06-25 00:00:00,2024-07-22 00:00:00,2021-04-30 20:25:00,2024-07-19 12:55:00,5.0,4.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
2984,,52,Non renseigne,christopher.anderson2984@futureforge.com,,False,Téléphone manquant,lead,,FutureForge,inbound content,disqualified,FY2023 Thought Leadership - Email,email,email,2022-07-03 00:00:00,,2023-12-05 00:00:00,2024-03-31 00:00:00,2020-09-08 14:48:00,2023-12-13 17:35:00,2.0,2.0,1.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
2985,,186,Non renseigne,jennifer.johnson2985@brightwavetech.com,,False,Téléphone manquant,lead,,BrightWave Tech,inbound web,mql,Webinar - Demand Gen - Q4 2024,webinar,webinar,2022-11-22 00:00:00,,2024-11-09 00:00:00,2025-02-24 00:00:00,2020-04-05 05:43:00,2024-12-07 22:39:00,6.0,6.0,4.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
2986,,2,Non renseigne,elizabeth.hernandez2986@pulsepointdigital.com,,False,Téléphone manquant,lead,,PulsePoint Digital,outbound cold,working,Organic Search - Brand Awareness - Q4 2021,organic search,organic search,2023-12-09 00:00:00,,2021-12-20 00:00:00,2022-02-19 00:00:00,2020-04-01 02:36:00,2022-01-17 13:11:00,4.0,4.0,4.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
2987,,43,Non renseigne,lisa.thomas2987@insightplatforms.com,,False,Téléphone manquant,lead,,Insight Platforms,inbound content,disqualified,FY2024 Brand Awareness - Referral,referral,referral,2021-07-07 00:00:00,,2024-02-15 00:00:00,2024-04-15 00:00:00,2021-05-31 01:16:00,2024-03-04 09:14:00,4.0,4.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
2988,,158,Non renseigne,thomas.martin2988@primepathdigital.com,,False,Téléphone manquant,lead,,PrimePath Digital,inbound content,disqualified,Event Promotion Campaign - Referral,referral,referral,2021-01-30 00:00:00,,2024-05-20 00:00:00,2024-08-09 00:00:00,2024-06-23 14:03:00,2024-06-23 14:03:00,1.0,1.0,1.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
2989,,68,Non renseigne,john.miller2989@brightwavetech.com,,False,Téléphone manquant,lead,,BrightWave Tech,partner referral,working,ABM Campaign - Paid Search,paid search,paid search,2021-08-12 00:00:00,,2024-08-10 00:00:00,2024-11-12 00:00:00,2020-09-13 16:56:00,2024-10-24 18:55:00,4.0,4.0,4.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
2990,,145,Non renseigne,michelle.thomas@acme.com,+13538749406,True,OK,contact,,TechFlow Inc,partner referral,converted,Content Syndication - ABM - Q2 2023,content syndication,content syndication,2024-04-09 00:00:00,2024-04-13 00:00:00,2023-06-26 00:00:00,2023-10-20 00:00:00,2021-08-28 07:43:00,2023-07-11 15:50:00,3.0,3.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,0,90,Excellent,True,Oui,OK
2991,,50,Non renseigne,sarah.thompson2991@cloudscalesystems.com,,False,Téléphone manquant,lead,,CloudScale Systems,inbound content,disqualified,Nurture Campaign - Webinar,webinar,webinar,2021-06-30 00:00:00,,2023-03-01 00:00:00,2023-06-27 00:00:00,2022-01-06 07:18:00,2030-03-15 14:30:00,4.0,4.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
2992,,186,Non renseigne,jennifer.lopez2992@innovateco.com,,False,Téléphone manquant,lead,,InnovateCo,paid search,sql,Webinar - Demand Gen - Q4 2024,webinar,webinar,2024-06-26 00:00:00,,2024-11-09 00:00:00,2025-02-24 00:00:00,2020-07-30 08:55:00,2024-12-07 00:00:00,3.0,3.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
2993,,37,Non renseigne,richard.anderson2993@brightwavetech.com,,False,Téléphone manquant,lead,,BrightWave Tech,inbound content,nurture,Product Launch Campaign - Email,email,email,2021-06-05 00:00:00,,2024-10-25 00:00:00,2025-01-11 00:00:00,2020-08-25 09:06:00,2024-10-27 07:50:00,6.0,6.0,4.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
2994,,39,Non renseigne,jennifer.martin2994@quantumlogiclabs.com,,False,Téléphone manquant,lead,,QuantumLogic Labs,outbound cold,disqualified,FY2022 Product Launch - Partner,partner,partner,2022-04-24 00:00:00,,2022-11-06 00:00:00,2022-11-19 00:00:00,2022-11-18 05:45:00,2022-11-18 05:45:00,1.0,1.0,1.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
2995,,38,Non renseigne,patricia.garcia@piedpiper.com,+19523799483,True,OK,contact,,Insight Platforms,inbound web,converted,FY2024 Demand Gen - Partner,partner,partner,2020-09-23 00:00:00,2020-11-25 00:00:00,2024-06-05 00:00:00,2024-06-28 00:00:00,2020-04-22 17:36:00,2024-06-17 21:38:00,5.0,5.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,0,90,Excellent,True,Oui,OK
2996,,67,Non renseigne,barbara.jones2996@cybervault.com,,False,Téléphone manquant,lead,,CyberVault,inbound web,nurture,Brand Awareness Campaign - Event,event,event,2022-09-07 00:00:00,,2024-03-10 00:00:00,2024-06-11 00:00:00,2020-03-12 21:26:00,2024-05-25 17:46:00,5.0,5.0,4.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
2997,,92,Non renseigne,joseph.martin2997@pulsepointdigital.com,,False,Téléphone manquant,lead,,PulsePoint Digital,paid search,working,Content Syndication - Event Promotion - Q1 2024,content syndication,content syndication,2020-12-25 00:00:00,,2024-02-28 00:00:00,2024-05-16 00:00:00,2022-09-07 01:04:00,2024-03-31 00:17:00,3.0,3.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
2998,,61,Non renseigne,karen.miller2998@innovateco.com,,False,Téléphone manquant,lead,,InnovateCo,paid search,sql,Paid Search - Product Launch - Q2 2024,paid search,paid search,2022-02-21 00:00:00,,2024-06-19 00:00:00,2024-07-22 00:00:00,2021-05-02 06:06:00,2024-06-29 11:21:00,5.0,5.0,4.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
2999,,106,Non renseigne,thomas.johnson@umbrella.co,,False,Format possible mais numéro non validé,contact,,StreamLine Analytics,paid search,converted,Content Syndication - Product Launch - Q3 2024,content syndication,content syndication,2023-04-01 00:00:00,2023-04-18 00:00:00,2024-09-15 00:00:00,2024-11-04 00:00:00,2021-12-01 15:22:00,2030-03-15 14:30:00,4.0,2.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3000,,66,Non renseigne,robert.harris@umbrella.co,,False,Format possible mais numéro non validé,contact,,QuantumLogic Labs,product led,converted,Webinar - Thought Leadership - Q4 2024,webinar,webinar,2024-04-25 00:00:00,2024-06-03 00:00:00,2024-10-04 00:00:00,2025-01-14 00:00:00,2024-03-26 10:37:00,2024-11-26 04:26:00,3.0,3.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3001,,166,Non renseigne,elizabeth.taylor3001@vertexai.com,,False,Téléphone manquant,lead,,VertexAI,outbound cold,working,FY2024 Demand Gen - Organic Search,organic search,organic search,2022-02-06 00:00:00,,2024-12-12 00:00:00,2024-12-31 00:00:00,2021-05-02 00:48:00,2024-12-22 18:46:00,6.0,6.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3002,,14,Non renseigne,john.rodriguez3002@primepathdigital.com,,False,Téléphone manquant,lead,,PrimePath Digital,social media,new,Nurture Campaign - Direct Mail,direct mail,direct mail,2020-03-22 00:00:00,,2024-08-01 00:00:00,2024-11-09 00:00:00,2020-07-23 06:07:00,2024-08-26 09:17:00,4.0,4.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3003,,189,Non renseigne,anthony.johnson@globex.com,+16172261170,True,OK,contact,,NexGen Solutions,outbound sdr,converted,Event Promotion Campaign - Paid Search,paid search,paid search,2024-11-07 00:00:00,2024-11-19 00:00:00,2024-01-16 00:00:00,2024-05-04 00:00:00,2022-10-19 09:28:00,2024-01-31 13:27:00,6.0,6.0,5.0,True,False,True,True,True,True,True,False,False,False,False,False,0,90,Excellent,True,Oui,OK
3004,,117,Non renseigne,richard.jackson3004@streamlineanalytics.com,,False,Téléphone manquant,lead,,StreamLine Analytics,inbound content,mql,ABM Campaign - Paid Search,paid search,paid search,2021-01-25 00:00:00,,2024-04-22 00:00:00,2024-08-01 00:00:00,2020-12-22 05:42:00,2024-06-18 03:12:00,3.0,3.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
3005,,1,Non renseigne,christopher.wilson3005@streamlineanalytics.com,,False,Téléphone manquant,lead,,StreamLine Analytics,product led,disqualified,Paid Search - Event Promotion - Q4 2022,paid search,paid search,2022-02-11 00:00:00,,2022-10-07 00:00:00,2022-12-18 00:00:00,2022-02-05 22:02:00,2022-12-10 17:25:00,3.0,3.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3006,,117,Non renseigne,james.lopez@globex.com,+17252675468,True,OK,contact,,TechFlow Inc,inbound web,converted,ABM Campaign - Paid Search,paid search,paid search,2024-01-05 00:00:00,2024-02-02 00:00:00,2024-04-22 00:00:00,2024-08-01 00:00:00,2022-07-13 02:45:00,2024-07-24 21:06:00,2.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,0,90,Excellent,True,Oui,OK
3007,,10,Non renseigne,john.lee3007@quantumlogiclabs.com,,False,Téléphone manquant,lead,,QuantumLogic Labs,product led,sql,FY2021 Event Promotion - Event,event,event,2023-01-14 00:00:00,,2021-01-11 00:00:00,2021-02-03 00:00:00,2020-08-14 19:58:00,2030-03-15 14:30:00,2.0,2.0,1.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3008,,67,Non renseigne,sarah.lopez@initech.com,+14806743574,True,OK,contact,,CoreStack,paid search,converted,Brand Awareness Campaign - Event,event,event,2024-01-23 00:00:00,2024-02-04 00:00:00,2024-03-10 00:00:00,2024-06-11 00:00:00,2022-02-04 21:58:00,2024-04-08 21:37:00,3.0,3.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,0,90,Excellent,True,Oui,OK
3009,,80,Non renseigne,robert.hernandez3009@innovateco.com,,False,Téléphone manquant,lead,,InnovateCo,outbound cold,nurture,Webinar - Event Promotion - Q2 2021,webinar,webinar,2024-12-29 00:00:00,,2021-04-29 00:00:00,2021-05-11 00:00:00,2020-08-21 15:34:00,2030-03-15 14:30:00,11.0,10.0,7.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3010,,129,Non renseigne,joseph.rodriguez3010@vertexai.com,,False,Téléphone manquant,lead,,VertexAI,outbound sdr,new,Brand Awareness Campaign - Referral,referral,referral,2022-04-22 00:00:00,,2023-09-12 00:00:00,2023-11-02 00:00:00,2023-07-10 17:19:00,2023-10-16 01:49:00,2.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3011,,32,Non renseigne,richard.martin3011@rapidcloud.com,,False,Téléphone manquant,lead,,RapidCloud,inbound content,working,Demand Gen Campaign - Referral,referral,referral,2024-07-22 00:00:00,,2024-07-20 00:00:00,2024-08-05 00:00:00,2021-09-16 06:07:00,2024-07-24 12:43:00,5.0,5.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
3012,,166,Non renseigne,barbara.brown3012@streamlineanalytics.com,,False,Téléphone manquant,lead,,StreamLine Analytics,product led,disqualified,FY2024 Demand Gen - Organic Search,organic search,organic search,2024-09-10 00:00:00,,2024-12-12 00:00:00,2024-12-31 00:00:00,2020-10-04 16:39:00,2024-12-15 04:09:00,4.0,4.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3013,,19,Non renseigne,michael.garcia3013@corestack.com,,False,Téléphone manquant,lead,,CoreStack,inbound webinar,working,ABM Campaign - Direct Mail,direct mail,direct mail,2021-03-26 00:00:00,,2024-01-30 00:00:00,2024-04-22 00:00:00,2020-05-16 23:50:00,2024-02-09 19:31:00,6.0,5.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3014,,113,Non renseigne,robert.thomas3014@futureforge.com,,False,Téléphone manquant,lead,,FutureForge,product led,working,Event Promotion Campaign - Webinar,webinar,webinar,2023-07-29 00:00:00,,2024-08-09 00:00:00,2024-11-11 00:00:00,2021-08-26 14:38:00,2024-09-12 10:51:00,4.0,4.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3015,,48,Non renseigne,jennifer.williams3015@brightwavetech.com,,False,Téléphone manquant,lead,,BrightWave Tech,inbound content,mql,Event - Event Promotion - Q2 2024,event,event,2020-04-11 00:00:00,,2024-04-14 00:00:00,2024-05-18 00:00:00,2023-05-03 00:05:00,2024-04-23 11:17:00,2.0,1.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3016,,65,Non renseigne,robert.martin3016@metasync.com,,False,Téléphone manquant,lead,,MetaSync,social media,sql,Product Launch Campaign - Paid Social,paid social,paid social,2020-12-10 00:00:00,,2024-11-21 00:00:00,2025-01-23 00:00:00,2020-04-08 22:41:00,2024-12-17 00:00:00,8.0,8.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3017,,198,Non renseigne,sarah.gonzalez3017@nexgensolutions.com,,False,Téléphone manquant,lead,,NexGen Solutions,partner referral,sql,FY2024 Nurture - Paid Search,paid search,paid search,2024-03-07 00:00:00,,2024-09-06 00:00:00,2024-10-10 00:00:00,2022-08-03 13:43:00,2024-09-11 03:07:00,3.0,3.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3018,,91,Non renseigne,paul.perez@acme.com,,False,Téléphone manquant,contact,,CloudScale Systems,inbound content,converted,FY2022 ABM - Referral,referral,referral,2020-10-17 00:00:00,2020-10-21 00:00:00,2022-12-20 00:00:00,2023-01-20 00:00:00,2021-02-11 19:45:00,2023-01-16 19:12:00,3.0,3.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3019,,141,Non renseigne,thomas.lopez3019@rapidcloud.com,,False,Téléphone manquant,lead,,RapidCloud,paid search,working,Event - Brand Awareness - Q3 2022,event,event,2022-07-21 00:00:00,,2022-09-24 00:00:00,2022-12-08 00:00:00,2020-05-23 14:14:00,2022-11-01 15:23:00,3.0,3.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3020,,198,Non renseigne,patricia.thomas3020@nexgensolutions.com,,False,Téléphone manquant,lead,,NexGen Solutions,social media,mql,FY2024 Nurture - Paid Search,paid search,paid search,2022-06-03 00:00:00,,2024-09-06 00:00:00,2024-10-10 00:00:00,2023-11-15 14:31:00,2024-09-16 08:07:00,5.0,5.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3021,,199,Non renseigne,patricia.jones3021@scaleupsystems.com,,False,Téléphone manquant,lead,,ScaleUp Systems,social media,new,Paid Search - Event Promotion - Q3 2024,paid search,paid search,2022-07-09 00:00:00,,2024-07-27 00:00:00,2024-10-28 00:00:00,2020-09-08 10:18:00,2024-07-31 09:37:00,3.0,3.0,1.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
3022,,155,Non renseigne,karen.thomas3022@cloudscalesystems.com,,False,Téléphone manquant,lead,,CloudScale Systems,inbound webinar,nurture,FY2024 Brand Awareness - Paid Social,paid social,paid social,2021-08-18 00:00:00,,2024-09-27 00:00:00,2024-10-08 00:00:00,2023-06-04 19:05:00,2024-09-30 01:06:00,4.0,4.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3023,,105,Non renseigne,linda.miller3023@truenorthdata.com,,False,Téléphone manquant,lead,,TrueNorth Data,inbound webinar,mql,Brand Awareness Campaign - Referral,referral,referral,2022-03-10 00:00:00,,2020-08-13 00:00:00,2020-09-21 00:00:00,2020-09-06 08:26:00,2020-09-06 08:26:00,1.0,1.0,1.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
3024,,24,Non renseigne,lisa.moore3024@metasync.com,,False,Téléphone manquant,lead,,MetaSync,product led,new,FY2024 Brand Awareness - Content Syndication,content syndication,content syndication,2022-06-11 00:00:00,,2024-11-30 00:00:00,2025-03-20 00:00:00,2024-04-09 09:01:00,2024-12-06 00:10:00,2.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3025,,124,Non renseigne,james.smith3025@truenorthdata.com,,False,Téléphone manquant,lead,,TrueNorth Data,paid search,working,Event - Event Promotion - Q3 2024,event,event,2024-08-20 00:00:00,,2024-09-12 00:00:00,2024-12-14 00:00:00,2021-08-21 23:24:00,2024-11-17 12:04:00,7.0,6.0,6.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3026,,117,Non renseigne,david.smith@acme.com,+18638075210,True,OK,contact,,Insight Platforms,inbound web,converted,ABM Campaign - Paid Search,paid search,paid search,2024-09-08 00:00:00,2024-11-26 00:00:00,2024-04-22 00:00:00,2024-08-01 00:00:00,2020-03-29 05:49:00,2024-06-08 05:37:00,6.0,6.0,4.0,True,False,True,True,True,True,True,False,False,False,True,False,0,90,Excellent,True,Oui,OK
3027,,111,Non renseigne,william.rodriguez3027@quantumlogiclabs.com,,False,Téléphone manquant,lead,,QuantumLogic Labs,event,working,FY2022 Event Promotion - Organic Search,organic search,organic search,2020-07-16 00:00:00,,2022-09-09 00:00:00,2022-11-28 00:00:00,2021-07-20 11:34:00,2022-09-12 05:58:00,2.0,2.0,1.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
3028,,60,Non renseigne,sarah.jones3028@brightwavetech.com,,False,Téléphone manquant,lead,,BrightWave Tech,outbound cold,working,Organic Search - Brand Awareness - Q1 2022,organic search,organic search,2024-04-05 00:00:00,,2022-03-21 00:00:00,2022-04-16 00:00:00,2022-04-03 09:02:00,2024-12-20 17:16:00,3.0,1.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3029,,166,Non renseigne,,,False,Téléphone manquant,lead,,Insight Platforms,inbound webinar,working,FY2024 Demand Gen - Organic Search,organic search,organic search,2022-10-23 00:00:00,,2024-12-12 00:00:00,2024-12-31 00:00:00,2021-09-18 05:18:00,2024-12-14 08:51:00,3.0,3.0,3.0,False,False,True,True,True,True,True,False,False,False,True,False,2,50,À corriger,False,Non,Priorité moyenne
3030,,19,Non renseigne,mary.martinez3030@quantumlogiclabs.com,,False,Téléphone manquant,lead,,QuantumLogic Labs,outbound cold,nurture,ABM Campaign - Direct Mail,direct mail,direct mail,2023-10-12 00:00:00,,2024-01-30 00:00:00,2024-04-22 00:00:00,2020-06-10 16:01:00,2024-04-11 19:43:00,3.0,3.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
3031,,61,Non renseigne,barbara.lopez,,False,Téléphone manquant,lead,,CoreStack,partner referral,new,Paid Search - Product Launch - Q2 2024,paid search,paid search,2020-06-11 00:00:00,,2024-06-19 00:00:00,2024-07-22 00:00:00,2020-05-04 19:23:00,2024-07-22 06:53:00,4.0,4.0,3.0,False,False,True,True,True,True,True,False,False,False,False,False,2,50,À corriger,False,Non,Priorité moyenne
3032,,137,Non renseigne,karen.garcia3032@cloudscalesystems.com,,False,Téléphone manquant,lead,,CloudScale Systems,paid search,new,FY2023 ABM - Partner,partner,partner,2023-06-18 00:00:00,,2023-07-16 00:00:00,2023-07-30 00:00:00,2021-01-19 16:35:00,2023-07-25 05:09:00,3.0,2.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
3033,,132,Non renseigne,nancy.jones3033@metasync.com,,False,Téléphone manquant,lead,,MetaSync,inbound web,new,Demand Gen Campaign - Webinar,webinar,webinar,2024-08-14 00:00:00,,2023-08-09 00:00:00,2023-09-06 00:00:00,2021-03-21 06:57:00,2023-08-11 19:33:00,5.0,5.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3034,,176,Non renseigne,james.martin3034@agiledynamics.com,,False,Téléphone manquant,lead,,Agile Dynamics,inbound content,working,Partner - Demand Gen - Q1 2023,partner,partner,2023-07-03 00:00:00,,2023-01-13 00:00:00,2023-02-28 00:00:00,2021-02-26 12:06:00,2023-02-27 06:31:00,3.0,3.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
3035,,124,Non renseigne,richard.smith@initech.com,+19894464862,True,OK,contact,,TechFlow Inc,product led,converted,Event - Event Promotion - Q3 2024,event,event,2024-01-13 00:00:00,2024-02-26 00:00:00,2024-09-12 00:00:00,2024-12-14 00:00:00,2020-06-22 16:59:00,2024-09-23 08:25:00,7.0,7.0,5.0,True,False,True,True,True,True,True,False,False,False,True,False,0,90,Excellent,True,Oui,OK
3036,,121,Non renseigne,robert.jackson3036@metasync.com,,False,Téléphone manquant,lead,,MetaSync,outbound sdr,working,Thought Leadership Campaign - Paid Social,paid social,paid social,2021-04-21 00:00:00,,2021-06-05 00:00:00,2021-08-03 00:00:00,2024-03-16 02:00:00,2030-03-15 14:30:00,3.0,3.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3037,,187,Non renseigne,william.johnson3037@streamlineanalytics.com,,False,Téléphone manquant,lead,,StreamLine Analytics,event,mql,Brand Awareness Campaign - Direct Mail,direct mail,direct mail,2024-07-14 00:00:00,,2020-08-05 00:00:00,2020-08-29 00:00:00,2020-08-14 02:40:00,2030-03-15 14:30:00,2.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3038,,96,Non renseigne,barbara.gonzalez3038@databridgecorp.com,,False,Téléphone manquant,lead,,DataBridge Corp,inbound content,mql,Brand Awareness Campaign - Referral,referral,referral,2024-01-26 00:00:00,,2024-08-31 00:00:00,2024-09-10 00:00:00,2030-03-15 14:30:00,2030-03-15 14:30:00,2.0,2.0,1.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
3039,,67,Non renseigne,joseph.martin3039@futureforge.com,,False,Téléphone manquant,lead,,FutureForge,partner referral,disqualified,Brand Awareness Campaign - Event,event,event,2020-05-08 00:00:00,,2024-03-10 00:00:00,2024-06-11 00:00:00,2021-11-22 01:39:00,2024-04-11 19:52:00,3.0,3.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
3040,,90,Non renseigne,michael.williams3040@primepathdigital.com,,False,Téléphone manquant,lead,,PrimePath Digital,outbound cold,sql,FY2024 Demand Gen - Direct Mail,direct mail,direct mail,2022-01-05 00:00:00,,2024-02-01 00:00:00,2024-05-31 00:00:00,2020-04-04 10:13:00,2024-02-16 04:21:00,5.0,5.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
3041,,93,Non renseigne,charles.lopez3041@agiledynamics.com,,False,Téléphone manquant,lead,,Agile Dynamics,product led,disqualified,Event - Product Launch - Q4 2024,event,event,2021-02-24 00:00:00,,2024-10-25 00:00:00,2024-12-11 00:00:00,2020-03-31 06:53:00,2024-11-23 18:47:00,7.0,7.0,5.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3042,,148,Non renseigne,betty.harris@waystar.io,+18193408354,True,OK,contact,,CoreStack,inbound web,converted,Event Promotion Campaign - Partner,partner,partner,2022-08-03 00:00:00,2022-10-04 00:00:00,2022-01-08 00:00:00,2022-04-26 00:00:00,2021-05-14 16:17:00,2022-04-21 00:09:00,4.0,4.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,0,90,Excellent,True,Oui,OK
3043,,48,Non renseigne,elizabeth.anderson3043@rapidcloud.com,,False,Téléphone manquant,lead,,RapidCloud,product led,sql,Event - Event Promotion - Q2 2024,event,event,2023-11-17 00:00:00,,2024-04-14 00:00:00,2024-05-18 00:00:00,2022-04-16 02:45:00,2024-05-16 15:33:00,2.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
3044,,177,Non renseigne,lisa.harris@umbrella.co,+17185603195,True,OK,contact,,InnovateCo,partner referral,converted,Brand Awareness Campaign - Paid Social,paid social,paid social,2021-06-11 00:00:00,2021-07-15 00:00:00,2023-11-02 00:00:00,2024-01-25 00:00:00,2020-10-20 14:01:00,2023-12-22 01:40:00,5.0,5.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,0,90,Excellent,True,Oui,OK
